item,slift,complementizer,main.subject,embedded.subject,main.object1,main.object2,main.prep,embedded.tense,main.passive
292,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
293,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
294,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
295,FALSE,NONE,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
296,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
297,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
298,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
299,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
300,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
301,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
302,FALSE,FINITE,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
303,FALSE,NONE,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
304,FALSE,NONE,NONE,NOM,NONE,NONE,FALSE,TENSED,FALSE
305,FALSE,NONE,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
306,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
307,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
308,FALSE,NONE,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
309,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
310,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
311,FALSE,NONE,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
312,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
313,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
314,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
315,FALSE,NONE,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
316,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
317,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
318,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
319,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
320,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
321,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
322,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
323,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
324,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
325,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
326,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
327,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
328,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
329,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
330,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
331,FALSE,NONE,REFERENTIAL,ACC,NONE,NONE,FALSE,GERUND,FALSE
332,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
333,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
334,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
335,FALSE,POLARQ,NONE,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
336,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
337,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
338,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
339,FALSE,POLARQ,NONE,NOM,NONE,NONE,FALSE,TENSED,FALSE
340,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
341,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
342,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
343,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
344,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
345,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
346,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
347,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
348,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
349,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
350,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
351,FALSE,NONE,REFERENTIAL,ACC,NONE,NONE,FALSE,GERUND,FALSE
352,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
353,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
354,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
355,FALSE,POLARQ,NONE,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
356,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
357,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
358,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
359,FALSE,POLARQ,NONE,NOM,NONE,NONE,FALSE,TENSED,FALSE
360,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
361,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
362,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
363,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
364,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
365,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
366,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
367,FALSE,POLARQ,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
368,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
369,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
370,FALSE,POLARQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
371,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
372,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
373,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
374,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
375,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
376,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
377,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
378,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
379,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
380,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
381,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
382,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
383,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
384,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
385,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
386,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
387,FALSE,POLARQ,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
388,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
389,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
390,FALSE,POLARQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
391,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
392,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
393,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
394,FALSE,NONE,NONE,NONE,TRUE,NONE,FALSE,NONE,FALSE
395,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
396,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
397,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
398,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
399,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
400,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
401,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
402,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
403,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
404,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
405,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,TRUE,NONE,FALSE
406,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
407,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
408,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
409,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
410,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
411,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NIL,FALSE
412,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,TRUE,NONE,FALSE
413,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
414,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
415,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
416,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,GERUND,FALSE
417,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NIL,FALSE
418,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
419,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
420,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
421,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
422,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
423,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
424,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
425,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,TRUE,NONE,FALSE
426,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
427,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
428,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
429,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
430,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
431,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NIL,FALSE
432,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,TRUE,NONE,FALSE
433,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
434,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
435,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
436,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,GERUND,FALSE
437,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NIL,FALSE
438,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
439,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
440,FALSE,POLARQ,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
441,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NIL,FALSE
442,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,GERUND,FALSE
443,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
444,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
445,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
446,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
447,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,TRUE,NONE,FALSE
448,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
449,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
450,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
451,FALSE,NONE,REFERENTIAL,ACC,NONE,NONE,FALSE,NIL,FALSE
452,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
453,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
454,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
455,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
456,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
457,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
458,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
459,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
460,FALSE,POLARQ,REFERENTIAL,NOM,NONE,NONE,FALSE,TENSED,FALSE
461,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NIL,FALSE
462,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,GERUND,FALSE
463,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
464,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
465,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
466,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
467,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,TRUE,NONE,FALSE
468,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
469,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
470,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
471,FALSE,NONE,REFERENTIAL,ACC,NONE,NONE,FALSE,NIL,FALSE
472,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
473,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
474,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
475,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
476,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
477,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
478,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
479,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
480,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
481,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
482,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
483,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
484,TRUE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
485,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
486,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
487,TRUE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
488,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
489,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
490,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
491,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
492,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
493,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
494,FALSE,POLARQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
495,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
496,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
497,TRUE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
498,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
499,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
500,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
501,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
502,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
503,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
504,TRUE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
505,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
506,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
507,TRUE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
508,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
509,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
510,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
511,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
512,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
513,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
514,FALSE,POLARQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
515,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
516,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
517,TRUE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
518,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
519,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
520,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
521,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
522,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
523,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
524,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
525,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
526,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
527,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
528,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
529,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
530,FALSE,WHQ,NONE,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
531,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
532,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
533,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
534,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
535,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
536,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
537,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
538,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
539,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
540,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
541,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
542,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
543,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
544,FALSE,WHQ,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
545,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
546,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
547,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
548,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
549,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
550,FALSE,WHQ,NONE,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
551,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
552,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
553,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
554,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
555,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
556,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
557,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,NONE,FALSE
558,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
559,FALSE,WHQ,REFERENTIAL,NOCASE,NONE,NONE,FALSE,TENSED,FALSE
560,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
561,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
562,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
563,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
564,FALSE,NONE,REFERENTIAL,ACC,NONE,NONE,FALSE,TO,FALSE
565,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
566,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NONE,FALSE
567,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
568,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
569,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
570,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
571,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
572,FALSE,NONE,REFERENTIAL,ACC,NONE,NONE,FALSE,TO,FALSE
573,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
574,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
575,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
576,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
577,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
578,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,TRUE,TENSED,FALSE
579,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
580,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
581,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
582,FALSE,NONE,REFERENTIAL,NONE,TRUE,NONE,FALSE,NONE,FALSE
583,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
584,FALSE,NONE,REFERENTIAL,ACC,NONE,NONE,FALSE,TO,FALSE
585,FALSE,NONE,REFERENTIAL,NONE,NONE,NONE,FALSE,TO,FALSE
586,FALSE,NONE,REFERENTIAL,NOCASE,NONE,NONE,FALSE,NONE,FALSE
